industry,subscription_type,country,usage_frequency,login_activity,support_tickets,monthly_spend,payment_history,churn
Technology,Enterprise,Germany,20.0,109.0,2,181,Failed,0
Travel,Enterprise,Australia,32.0,21.0,1,450,Late,0
Finance,Pro,India,20.0,106.0,0,435,On_time,0
Retail,Pro,India,14.0,88.0,3,361,Failed,1
Education,Pro,Australia,35.0,37.0,3,208,Failed,0
Education,Pro,Sri lanka,13.0,47.0,0,303,On_time,0
Technology,Pro,Australia,31.0,8.0,0,117,Failed,0
Finance,Basic,Sri lanka,23.0,74.0,4,387,Late,0
Finance,Enterprise,Sri lanka,32.0,5.0,2,415,On_time,1
Retail,Enterprise,UK,35.0,62.0,4,485,Failed,0
Retail,Enterprise,Australia,23.0,31.0,1,328,Late,0
Education,Pro,India,2.0,39.0,2,225,Late,0
Finance,Enterprise,USA,29.0,25.0,3,304,Late,0
Retail,Enterprise,Sri lanka,35.0,49.0,2,262,On_time,0
Retail,Basic,Australia,17.0,22.0,2,467,On_time,0
Healthcare,Basic,UK,39.0,31.0,0,205,Failed,1
Retail,Basic,USA,12.0,25.0,4,70,Late,0
Retail,Pro,UK,27.0,37.0,2,81,Failed,0
Education,Basic,Sri lanka,17.0,43.0,1,85,Late,0
Travel,Enterprise,USA,9.0,118.0,1,138,Late,0
Healthcare,Basic,Sri lanka,5.0,24.0,4,438,Late,0
Retail,Basic,Sri lanka,6.0,6.0,4,271,Late,0
Retail,Pro,UK,38.0,52.0,2,471,Late,0
Technology,Basic,USA,13.0,7.0,2,275,Failed,1
Finance,Enterprise,Australia,11.0,37.0,1,154,Failed,1
Travel,Basic,Sri lanka,,55.0,5,421,Late,0
Retail,Pro,Sri lanka,19.0,29.0,1,272,On_time,0
Retail,Basic,Australia,27.0,7.0,1,188,On_time,0
Finance,Basic,Sri lanka,11.0,,5,352,Late,1
Technology,Pro,USA,5.0,61.0,2,286,Late,0
Technology,Pro,Germany,10.0,15.0,3,162,Late,0
Education,Enterprise,UK,16.0,56.0,1,488,On_time,0
Finance,Enterprise,USA,11.0,105.0,0,37,Failed,1
Healthcare,Basic,Sri lanka,15.0,89.0,3,389,On_time,0
Travel,Basic,USA,18.0,,0,338,Late,0
Retail,Pro,UK,14.0,59.0,1,300,Late,0
Retail,Basic,India,39.0,,0,81,On_time,0
Retail,Basic,India,28.0,35.0,1,325,On_time,0
Finance,Pro,USA,7.0,9.0,3,31,Late,0
Technology,Basic,USA,19.0,32.0,2,294,Failed,0
Technology,Enterprise,India,9.0,51.0,0,260,Failed,0
Finance,Pro,USA,13.0,2.0,2,471,On_time,0
Healthcare,Pro,India,1.0,89.0,2,187,On_time,0
Healthcare,Basic,Sri lanka,4.0,80.0,4,485,Late,0
Technology,Enterprise,UK,26.0,6.0,3,445,Failed,0
Travel,Enterprise,USA,27.0,20.0,2,215,Late,0
Technology,Pro,India,4.0,4.0,2,102,On_time,1
Finance,Pro,Sri lanka,33.0,9.0,1,244,On_time,0
Travel,Enterprise,India,12.0,57.0,3,45,Late,0
Education,Basic,India,31.0,22.0,2,45,Failed,0
Travel,Enterprise,Germany,7.0,37.0,0,447,Failed,0
Education,Pro,Australia,36.0,115.0,3,324,On_time,0
Education,Basic,USA,36.0,80.0,1,407,Failed,0
Education,Enterprise,USA,12.0,81.0,3,147,On_time,0
Education,Basic,UK,29.0,9.0,3,107,Late,0
Healthcare,Basic,Australia,17.0,13.0,1,74,Late,0
Finance,Enterprise,UK,33.0,21.0,0,172,Late,0
Finance,Basic,India,3.0,91.0,1,487,Failed,1
Finance,Pro,USA,22.0,2.0,1,179,Late,0
Education,Enterprise,Sri lanka,22.0,89.0,2,227,Failed,1
Technology,Enterprise,Sri lanka,8.0,61.0,2,342,Late,0
Travel,Basic,Germany,23.0,104.0,1,212,Late,0
Travel,Pro,Germany,35.0,89.0,1,481,On_time,0
Travel,Basic,India,17.0,66.0,1,457,Late,0
Education,Enterprise,India,28.0,105.0,0,188,Late,0
Healthcare,Basic,UK,40.0,103.0,2,294,On_time,0
Finance,Pro,Australia,2.0,92.0,2,161,On_time,1
Retail,Pro,Sri lanka,1.0,45.0,1,180,Late,0
Technology,Basic,Australia,15.0,50.0,1,380,On_time,0
Travel,Basic,Australia,11.0,68.0,9,40,Failed,0
Travel,Basic,Sri lanka,16.0,51.0,0,194,Failed,1
Finance,Enterprise,UK,28.0,82.0,3,79,On_time,0
Retail,Pro,Germany,11.0,75.0,1,422,Failed,0
Retail,Enterprise,USA,5.0,3.0,1,347,On_time,0
Travel,Enterprise,India,36.0,,2,376,Failed,0
Finance,Enterprise,Germany,7.0,23.0,2,48,Late,0
Education,Enterprise,UK,16.0,93.0,3,279,Failed,0
Travel,Pro,UK,20.0,92.0,1,54,Late,0
Retail,Enterprise,Australia,1.0,19.0,3,133,On_time,0
Travel,Basic,Germany,26.0,105.0,1,145,Late,0
Travel,Enterprise,Germany,36.0,25.0,3,401,Late,0
Finance,Enterprise,India,24.0,30.0,2,310,Late,0
Travel,Enterprise,UK,39.0,24.0,4,152,Late,0
Retail,Enterprise,USA,15.0,36.0,1,494,Failed,0
Retail,Enterprise,USA,8.0,60.0,3,265,Late,0
Retail,Pro,USA,33.0,89.0,0,459,On_time,0
Technology,Pro,India,4.0,117.0,7,101,Failed,1
Travel,Basic,UK,10.0,119.0,1,384,On_time,0
Travel,Basic,Sri lanka,25.0,16.0,0,232,Late,0
Retail,Enterprise,Australia,19.0,46.0,1,271,On_time,0
Technology,Pro,India,11.0,22.0,2,251,Failed,0
Education,Pro,Sri lanka,38.0,94.0,2,232,Late,0
Technology,Pro,Germany,2.0,13.0,4,50,On_time,0
Retail,Pro,India,14.0,74.0,1,22,On_time,0
Education,Basic,Germany,2.0,54.0,2,41,Failed,0
Healthcare,Basic,Sri lanka,5.0,7.0,3,317,On_time,0
Travel,Basic,UK,13.0,85.0,0,490,Late,0
Finance,Pro,UK,7.0,17.0,0,66,Late,0
Education,Pro,USA,30.0,69.0,3,308,Late,0
Healthcare,Pro,India,27.0,78.0,0,134,Failed,0
Retail,Basic,India,38.0,76.0,1,172,Failed,1
Education,Enterprise,India,15.0,83.0,3,181,On_time,0
Healthcare,Pro,Germany,39.0,115.0,2,211,On_time,0
Retail,Basic,India,23.0,102.0,4,89,Late,0
Travel,Enterprise,Germany,39.0,104.0,2,358,Late,0
Travel,Pro,India,9.0,76.0,1,100,Failed,0
Technology,Pro,USA,23.0,74.0,2,30,Failed,0
Technology,Basic,Australia,20.0,118.0,3,285,Late,0
Education,Basic,USA,22.0,71.0,2,91,On_time,0
Healthcare,Enterprise,USA,38.0,21.0,2,178,On_time,0
Technology,Pro,India,36.0,89.0,2,198,Failed,0
Travel,Enterprise,Sri lanka,12.0,37.0,3,158,Late,0
Education,Basic,Germany,31.0,119.0,0,405,Failed,0
Finance,Pro,UK,29.0,110.0,2,26,On_time,0
Finance,Basic,USA,13.0,106.0,1,290,Failed,0
Healthcare,Enterprise,Germany,19.0,85.0,1,289,Late,0
Technology,Enterprise,UK,29.0,69.0,5,168,Late,0
Education,Enterprise,USA,14.0,116.0,5,56,Late,0
Education,Pro,Germany,22.0,24.0,1,467,Failed,0
Travel,Enterprise,Sri lanka,31.0,53.0,6,164,Failed,0
Healthcare,Basic,Australia,12.0,116.0,1,111,On_time,0
Retail,Enterprise,Australia,3.0,115.0,3,276,On_time,0
Healthcare,Pro,Sri lanka,11.0,6.0,2,249,Late,0
Retail,Basic,Germany,19.0,109.0,1,284,Failed,0
Retail,Enterprise,Germany,37.0,31.0,2,320,Failed,1
Technology,Enterprise,Australia,32.0,43.0,0,232,On_time,0
Finance,Pro,India,3.0,91.0,2,331,On_time,1
Finance,Enterprise,Sri lanka,26.0,84.0,1,475,Late,0
Technology,Basic,Germany,23.0,50.0,1,357,On_time,0
Retail,Basic,Australia,19.0,115.0,2,36,Late,0
Technology,Enterprise,UK,8.0,118.0,4,489,Late,0
Education,Enterprise,UK,40.0,91.0,2,62,Failed,0
Retail,Pro,Australia,39.0,58.0,2,246,On_time,0
Finance,Pro,UK,6.0,3.0,3,371,Failed,1
Finance,Basic,India,29.0,23.0,1,485,On_time,0
Technology,Enterprise,UK,31.0,6.0,2,71,On_time,0
Education,Basic,UK,25.0,74.0,1,158,Failed,0
Technology,Enterprise,USA,3.0,115.0,0,411,Failed,1
Finance,Basic,India,14.0,84.0,3,35,On_time,0
Retail,Pro,Sri lanka,19.0,69.0,2,130,Failed,0
Education,Pro,UK,8.0,104.0,3,163,On_time,0
Retail,Pro,Sri lanka,3.0,23.0,2,471,Failed,0
Retail,Basic,Sri lanka,38.0,24.0,1,59,Late,0
Retail,Enterprise,Sri lanka,39.0,117.0,3,287,Failed,0
Technology,Pro,UK,40.0,27.0,2,355,Failed,0
Finance,Enterprise,Australia,12.0,95.0,4,487,Failed,0
Finance,Enterprise,Australia,4.0,108.0,2,294,Failed,0
Education,Basic,Germany,40.0,72.0,2,148,Late,0
Finance,Basic,USA,1.0,64.0,3,117,Failed,0
Healthcare,Basic,India,4.0,99.0,4,472,On_time,0
Education,Pro,Germany,14.0,106.0,2,368,On_time,0
Retail,Pro,USA,20.0,64.0,0,376,On_time,0
Technology,Basic,UK,26.0,62.0,1,169,Failed,0
Education,Enterprise,UK,6.0,33.0,1,341,On_time,0
Healthcare,Basic,UK,13.0,110.0,3,219,On_time,0
Education,Enterprise,UK,5.0,23.0,0,386,On_time,0
Healthcare,Basic,UK,32.0,16.0,2,335,On_time,0
Education,Pro,USA,14.0,,4,65,On_time,0
Technology,Basic,India,9.0,54.0,0,400,Late,0
Technology,Enterprise,USA,17.0,9.0,3,437,Failed,0
Finance,Enterprise,Germany,19.0,33.0,3,329,Failed,1
Retail,Enterprise,Germany,37.0,9.0,4,149,Late,0
Finance,Enterprise,Sri lanka,31.0,60.0,3,225,On_time,0
Education,Basic,India,25.0,63.0,1,50,Late,0
Technology,Pro,Australia,24.0,55.0,3,392,On_time,0
Education,Enterprise,Australia,36.0,34.0,0,94,Failed,1
Finance,Pro,UK,33.0,79.0,1,56,On_time,0
Retail,Pro,India,11.0,117.0,2,227,Late,0
Retail,Basic,Australia,26.0,43.0,0,126,On_time,0
Retail,Enterprise,Germany,15.0,8.0,4,424,Late,0
Technology,Pro,Sri lanka,7.0,116.0,2,252,Failed,1
Healthcare,Pro,UK,23.0,30.0,1,75,Late,0
Retail,Basic,Sri lanka,10.0,19.0,3,462,Late,0
Education,Basic,India,32.0,84.0,1,160,Late,0
Healthcare,Pro,USA,3.0,12.0,2,21,On_time,1
Healthcare,Basic,Australia,22.0,22.0,3,453,On_time,0
Healthcare,Basic,Sri lanka,9.0,111.0,2,44,Late,0
Finance,Pro,USA,33.0,11.0,3,364,Late,0
Healthcare,Pro,USA,,112.0,1,34,On_time,0
Travel,Enterprise,Australia,4.0,78.0,4,438,On_time,1
Retail,Enterprise,India,24.0,112.0,1,377,On_time,0
Healthcare,Basic,Australia,14.0,101.0,3,164,Late,0
Retail,Pro,USA,1.0,9.0,2,170,Late,1
Retail,Basic,Sri lanka,,59.0,1,365,Late,0
Travel,Basic,Sri lanka,26.0,109.0,0,443,Failed,0
Finance,Basic,Sri lanka,4.0,23.0,3,422,Failed,1
Education,Basic,UK,11.0,73.0,1,460,Late,0
Finance,Enterprise,Australia,12.0,9.0,2,174,Late,0
Travel,Pro,Australia,26.0,63.0,1,107,On_time,0
Healthcare,Enterprise,Sri lanka,19.0,38.0,0,58,Failed,0
Healthcare,Pro,India,15.0,54.0,3,268,Failed,1
Travel,Basic,USA,,73.0,1,336,Failed,0
Education,Basic,India,9.0,19.0,2,441,Failed,0
Education,Pro,Germany,40.0,25.0,5,175,Failed,0
Travel,Basic,USA,14.0,97.0,1,499,Late,0
Healthcare,Enterprise,UK,4.0,1.0,1,61,On_time,1
Healthcare,Basic,UK,5.0,71.0,2,287,On_time,0
Retail,Pro,India,31.0,11.0,4,247,Late,0
Education,Enterprise,Sri lanka,8.0,89.0,5,185,On_time,0
Education,Pro,Australia,25.0,67.0,1,350,On_time,0
Finance,Pro,USA,2.0,69.0,5,252,On_time,0
Travel,Enterprise,India,35.0,45.0,1,216,Failed,0
Travel,Enterprise,USA,29.0,72.0,1,378,Late,0
Technology,Enterprise,Sri lanka,23.0,100.0,2,262,Late,0
Education,Enterprise,Germany,39.0,5.0,0,175,On_time,0
Education,Basic,USA,22.0,86.0,2,96,Failed,0
Technology,Basic,Germany,7.0,74.0,2,387,On_time,0
Travel,Basic,UK,20.0,6.0,1,58,On_time,0
Finance,Pro,Germany,14.0,86.0,6,240,Failed,0
Travel,Enterprise,Sri lanka,23.0,10.0,2,444,Late,0
Healthcare,Pro,Germany,1.0,65.0,1,306,Late,0
Finance,Pro,USA,1.0,111.0,3,391,Failed,1
Healthcare,Pro,India,10.0,56.0,1,312,On_time,0
Travel,Enterprise,Sri lanka,31.0,97.0,3,173,Failed,0
Healthcare,Basic,India,14.0,12.0,0,163,Late,0
Retail,Pro,Australia,8.0,49.0,2,124,On_time,0
Healthcare,Pro,Australia,36.0,72.0,2,248,On_time,0
Technology,Pro,USA,35.0,66.0,0,482,Late,0
Retail,Pro,UK,37.0,39.0,3,121,On_time,0
Technology,Pro,UK,18.0,99.0,3,419,Failed,1
Technology,Enterprise,Australia,6.0,59.0,2,468,Late,0
Technology,Enterprise,India,36.0,49.0,2,484,Failed,0
Finance,Enterprise,Sri lanka,4.0,14.0,0,231,Late,0
Technology,Pro,Australia,8.0,54.0,2,395,On_time,0
Healthcare,Basic,Germany,35.0,112.0,1,119,Failed,0
Travel,Pro,USA,1.0,22.0,2,197,On_time,1
Healthcare,Basic,Germany,9.0,51.0,0,381,Failed,1
Finance,Pro,UK,19.0,104.0,3,274,On_time,0
Healthcare,Enterprise,India,30.0,85.0,2,95,On_time,0
Technology,Enterprise,Germany,21.0,84.0,5,404,Late,0
Education,Basic,India,4.0,47.0,3,61,Failed,1
Travel,Pro,India,31.0,84.0,4,75,Late,0
Technology,Basic,Sri lanka,20.0,96.0,2,98,On_time,0
Technology,Basic,Australia,17.0,83.0,4,232,On_time,0
Education,Pro,Australia,34.0,19.0,2,179,Late,0
Healthcare,Pro,UK,12.0,41.0,1,466,On_time,0
Retail,Enterprise,Sri lanka,1.0,116.0,2,267,On_time,1
Healthcare,Enterprise,USA,22.0,12.0,0,113,Failed,0
Retail,Pro,Sri lanka,32.0,60.0,2,319,Late,0
Education,Pro,USA,38.0,26.0,1,129,Failed,1
Education,Enterprise,Australia,7.0,32.0,0,114,Failed,1
Travel,Basic,India,16.0,119.0,5,65,Failed,0
Education,Enterprise,UK,19.0,43.0,1,253,On_time,0
Finance,Basic,USA,7.0,113.0,4,25,Late,0
Technology,Enterprise,Australia,20.0,96.0,2,359,Late,0
Travel,Pro,India,34.0,100.0,1,243,Late,0
Education,Pro,USA,22.0,40.0,4,449,On_time,0
Travel,Basic,Germany,16.0,11.0,1,74,Failed,0
Healthcare,Pro,Sri lanka,5.0,64.0,5,101,Failed,1
Education,Enterprise,Sri lanka,30.0,38.0,4,365,Late,0
Finance,Basic,Australia,33.0,91.0,4,479,Late,0
Healthcare,Enterprise,Sri lanka,39.0,36.0,0,439,Late,0
Technology,Basic,Germany,26.0,47.0,3,74,On_time,0
Finance,Pro,Germany,12.0,63.0,4,303,On_time,0
Technology,Pro,USA,28.0,40.0,2,120,Late,0
Education,Enterprise,Sri lanka,28.0,41.0,2,73,Failed,1
Technology,Basic,USA,40.0,34.0,2,137,On_time,0
Travel,Enterprise,Sri lanka,34.0,92.0,0,106,Failed,0
Education,Enterprise,Germany,17.0,75.0,3,427,Failed,0
Technology,Pro,India,36.0,116.0,0,376,Failed,0
Education,Basic,UK,19.0,101.0,1,32,Late,0
Travel,Basic,UK,37.0,27.0,3,79,On_time,0
Travel,Enterprise,Sri lanka,6.0,99.0,2,396,On_time,0
Healthcare,Basic,Australia,6.0,60.0,2,351,On_time,0
Finance,Enterprise,Germany,29.0,27.0,2,152,Failed,0
Travel,Basic,Germany,15.0,21.0,2,396,Late,0
Healthcare,Pro,Sri lanka,15.0,92.0,1,90,Failed,0
Travel,Enterprise,USA,22.0,113.0,2,212,Late,0
Travel,Basic,USA,40.0,83.0,5,302,On_time,0
Travel,Pro,Australia,38.0,112.0,4,231,Late,0
Education,Pro,USA,27.0,45.0,2,160,Late,0
Healthcare,Enterprise,USA,4.0,84.0,0,172,Late,1
Finance,Pro,USA,22.0,52.0,3,301,On_time,0
Finance,Enterprise,Germany,16.0,56.0,0,115,On_time,0
Retail,Enterprise,Sri lanka,4.0,102.0,0,155,Failed,1
Education,Basic,UK,9.0,45.0,3,378,On_time,0
Retail,Basic,Sri lanka,24.0,73.0,2,292,On_time,0
Healthcare,Basic,Sri lanka,7.0,12.0,3,312,Failed,1
Travel,Pro,Australia,14.0,11.0,1,46,On_time,0
Technology,Pro,Sri lanka,3.0,119.0,3,347,On_time,1
Travel,Basic,UK,2.0,90.0,4,493,Failed,1
Finance,Pro,UK,5.0,15.0,2,162,Late,0
Technology,Basic,UK,4.0,117.0,1,168,Failed,0
Finance,Pro,UK,22.0,64.0,0,201,Failed,0
Retail,Basic,USA,31.0,17.0,4,489,Failed,0
Retail,Pro,UK,20.0,60.0,2,212,Late,0
Travel,Basic,India,35.0,67.0,2,421,Late,0
Retail,Enterprise,India,4.0,88.0,0,397,Late,0
Finance,Basic,Germany,18.0,79.0,1,433,On_time,0
Education,Enterprise,USA,19.0,9.0,1,366,Late,0
Healthcare,Basic,UK,25.0,119.0,1,231,Late,0
Travel,Pro,Germany,36.0,19.0,3,125,On_time,0
Education,Basic,Australia,28.0,55.0,1,140,Late,0
Education,Basic,Sri lanka,23.0,117.0,2,213,Late,0
Retail,Pro,UK,2.0,18.0,2,211,On_time,1
Healthcare,Pro,Australia,29.0,62.0,3,151,On_time,0
Finance,Basic,Australia,31.0,26.0,0,70,Failed,1
Finance,Enterprise,Germany,34.0,95.0,1,374,Late,0
Retail,Enterprise,Germany,34.0,77.0,2,60,On_time,0
Education,Enterprise,USA,11.0,22.0,2,92,On_time,0
Finance,Enterprise,Australia,7.0,76.0,0,165,On_time,0
Travel,Enterprise,Australia,13.0,107.0,0,104,Failed,0
Travel,Basic,India,34.0,13.0,1,234,On_time,0
Finance,Pro,USA,1.0,87.0,2,429,On_time,0
Technology,Pro,UK,14.0,88.0,3,60,Late,0
Healthcare,Basic,USA,3.0,94.0,5,188,Failed,0
Retail,Pro,Germany,8.0,32.0,1,225,On_time,0
Travel,Pro,Sri lanka,37.0,9.0,2,106,Late,0
Technology,Pro,Australia,31.0,103.0,4,343,Failed,0
Retail,Pro,USA,39.0,98.0,2,474,Late,0
Healthcare,Pro,USA,17.0,87.0,1,324,Failed,1
Healthcare,Enterprise,UK,28.0,16.0,1,297,On_time,0
Retail,Basic,USA,11.0,85.0,2,476,Late,0
Retail,Pro,Australia,35.0,57.0,3,144,Failed,0
Finance,Pro,India,11.0,98.0,3,144,On_time,0
Finance,Enterprise,UK,19.0,77.0,0,255,On_time,0
Technology,Enterprise,USA,2.0,8.0,3,120,On_time,0
Healthcare,Enterprise,India,22.0,90.0,1,358,On_time,0
Finance,Enterprise,India,37.0,78.0,4,102,Failed,1
Technology,Pro,USA,30.0,15.0,1,476,Failed,0
Education,Pro,India,13.0,80.0,2,307,Failed,0
Finance,Enterprise,India,35.0,87.0,1,483,Late,0
Finance,Enterprise,Germany,24.0,49.0,1,30,On_time,0
Healthcare,Pro,USA,4.0,61.0,0,408,On_time,1
Technology,Enterprise,Sri lanka,36.0,97.0,5,347,On_time,0
Finance,Pro,India,18.0,73.0,4,147,Failed,0
Education,Basic,Germany,20.0,29.0,5,351,Failed,0
Retail,Pro,India,36.0,16.0,2,370,Late,0
Retail,Basic,Australia,18.0,102.0,1,454,Late,0
Education,Enterprise,Germany,37.0,14.0,2,183,Failed,0
Healthcare,Enterprise,Sri lanka,30.0,64.0,0,451,Late,0
Finance,Enterprise,Australia,28.0,7.0,2,232,Late,0
Finance,Basic,Australia,33.0,104.0,1,67,Failed,0
Retail,Basic,Germany,5.0,61.0,1,109,Failed,0
Healthcare,Pro,UK,3.0,24.0,1,394,Late,0
Finance,Enterprise,India,30.0,42.0,3,445,On_time,0
Travel,Basic,UK,25.0,41.0,1,449,Late,0
Technology,Basic,India,19.0,74.0,3,401,On_time,0
Healthcare,Enterprise,UK,36.0,39.0,0,185,Failed,1
Finance,Pro,India,39.0,52.0,2,178,On_time,0
Finance,Basic,USA,2.0,99.0,1,261,Late,0
Travel,Basic,Australia,37.0,10.0,0,292,Late,0
Finance,Pro,USA,3.0,7.0,1,86,Late,1
Travel,Basic,India,13.0,105.0,4,295,On_time,0
Technology,Pro,Germany,29.0,29.0,4,440,On_time,0
Healthcare,Basic,USA,35.0,59.0,3,148,On_time,0
Finance,Basic,Sri lanka,31.0,36.0,2,306,Failed,0
Education,Enterprise,India,29.0,113.0,0,205,Late,0
Education,Pro,Germany,26.0,61.0,2,252,Failed,0
Healthcare,Enterprise,India,23.0,79.0,6,62,Late,1
Education,Enterprise,Australia,4.0,62.0,2,401,Late,1
Technology,Enterprise,Sri lanka,13.0,69.0,2,437,Late,0
Travel,Enterprise,Sri lanka,29.0,82.0,4,418,On_time,0
Education,Basic,Australia,32.0,20.0,0,238,Failed,0
Healthcare,Basic,UK,3.0,49.0,1,20,On_time,1
Finance,Pro,India,39.0,61.0,3,407,Late,0
Education,Enterprise,Germany,9.0,64.0,2,215,Late,0
Healthcare,Pro,Sri lanka,28.0,73.0,3,24,Failed,0
Finance,Pro,India,27.0,28.0,1,228,Late,0
Healthcare,Basic,UK,16.0,17.0,1,386,On_time,0
Travel,Basic,USA,22.0,69.0,2,110,Failed,0
Education,Basic,USA,12.0,18.0,5,49,On_time,0
Healthcare,Enterprise,USA,26.0,,1,267,Late,0
Technology,Basic,UK,17.0,81.0,0,43,On_time,0
Education,Enterprise,USA,33.0,4.0,3,445,On_time,0
Healthcare,Enterprise,Germany,3.0,31.0,2,140,Late,1
Education,Enterprise,USA,23.0,76.0,1,435,Late,0
Finance,Enterprise,India,17.0,54.0,1,30,On_time,0
Education,Basic,Australia,10.0,90.0,1,106,On_time,0
Healthcare,Pro,India,37.0,92.0,1,334,Late,0
Finance,Enterprise,UK,24.0,28.0,2,358,Failed,0
Retail,Pro,USA,28.0,15.0,4,407,Late,0
Technology,Enterprise,India,3.0,48.0,4,136,Late,0
Retail,Enterprise,Germany,22.0,114.0,4,399,Failed,0
Healthcare,Basic,UK,,42.0,1,307,Failed,0
Retail,Pro,UK,24.0,3.0,1,298,On_time,0
Retail,Basic,India,7.0,81.0,2,370,Failed,0
Travel,Pro,Australia,22.0,78.0,3,290,On_time,0
Healthcare,Basic,Australia,29.0,60.0,2,433,Late,0
Healthcare,Enterprise,Sri lanka,34.0,66.0,3,258,Failed,0
Finance,Basic,Germany,40.0,,1,92,On_time,1
Finance,Pro,UK,22.0,49.0,2,289,Failed,1
Healthcare,Basic,UK,38.0,68.0,3,376,On_time,0
Finance,Pro,Australia,26.0,4.0,3,426,Failed,1
Retail,Basic,USA,23.0,77.0,1,56,On_time,0
Education,Pro,Sri lanka,13.0,15.0,1,66,Late,0
Healthcare,Enterprise,Australia,3.0,103.0,0,108,Failed,1
Finance,Pro,India,12.0,69.0,0,172,Failed,0
Healthcare,Pro,Sri lanka,25.0,35.0,0,125,Late,0
Technology,Pro,UK,26.0,74.0,3,324,On_time,0
Retail,Enterprise,Sri lanka,9.0,26.0,1,161,Failed,1
Technology,Basic,USA,6.0,32.0,2,312,On_time,0
Healthcare,Pro,India,38.0,53.0,1,311,Failed,1
Retail,Enterprise,Sri lanka,37.0,11.0,2,387,Failed,0
Technology,Enterprise,Germany,17.0,4.0,1,419,Late,0
Finance,Basic,Sri lanka,40.0,66.0,2,110,Late,0
Retail,Basic,Germany,25.0,86.0,4,163,Failed,0
Finance,Basic,USA,9.0,81.0,3,423,On_time,0
Travel,Pro,UK,33.0,63.0,1,337,On_time,0
Healthcare,Pro,India,4.0,23.0,0,363,Late,0
Finance,Basic,Sri lanka,40.0,110.0,2,173,Failed,0
Retail,Basic,USA,24.0,97.0,3,452,Late,0
Education,Enterprise,Germany,6.0,20.0,1,290,Failed,0
Travel,Enterprise,India,39.0,42.0,3,73,On_time,0
Travel,Pro,India,18.0,40.0,6,448,Late,1
Finance,Basic,Sri lanka,8.0,85.0,2,444,On_time,0
Education,Pro,Germany,5.0,64.0,2,184,Late,0
Travel,Pro,USA,31.0,93.0,2,480,On_time,0
Travel,Pro,Sri lanka,8.0,5.0,4,335,Late,0
Travel,Pro,Australia,22.0,78.0,3,291,Late,0
Finance,Pro,USA,4.0,93.0,3,353,Failed,1
Technology,Enterprise,UK,15.0,117.0,2,39,Late,0
Travel,Pro,India,36.0,2.0,1,359,Failed,0
Finance,Pro,USA,5.0,89.0,1,44,Late,0
Healthcare,Basic,Australia,17.0,46.0,1,200,On_time,0
Travel,Basic,USA,23.0,107.0,2,282,Late,0
Education,Pro,Germany,12.0,40.0,2,343,Failed,0
Travel,Basic,USA,26.0,12.0,3,168,On_time,0
Technology,Pro,India,13.0,61.0,3,300,On_time,0
Retail,Enterprise,Sri lanka,23.0,88.0,6,246,On_time,0
Healthcare,Basic,UK,22.0,95.0,1,422,On_time,0
Healthcare,Pro,Sri lanka,30.0,1.0,1,232,On_time,0
Retail,Basic,Australia,22.0,50.0,4,207,Failed,1
Healthcare,Basic,Sri lanka,28.0,34.0,4,100,Failed,0
Healthcare,Pro,Sri lanka,12.0,44.0,1,208,Failed,0
Retail,Basic,UK,37.0,84.0,3,419,On_time,0
Education,Enterprise,USA,36.0,2.0,0,465,Late,0
Travel,Enterprise,USA,29.0,92.0,0,106,Failed,0
Travel,Enterprise,Australia,32.0,31.0,2,199,Late,0
Education,Basic,Australia,36.0,20.0,1,213,Failed,1
Finance,Enterprise,UK,18.0,87.0,2,133,Failed,0
Healthcare,Basic,USA,20.0,84.0,2,335,Failed,0
Finance,Pro,UK,38.0,109.0,2,186,Failed,0
Retail,Enterprise,Sri lanka,12.0,94.0,2,302,On_time,0
Technology,Pro,Australia,4.0,72.0,3,71,Failed,0
Finance,Enterprise,UK,34.0,62.0,0,299,Late,0
Technology,Basic,Sri lanka,29.0,103.0,3,480,On_time,0
Healthcare,Pro,India,1.0,12.0,3,278,On_time,0
Travel,Pro,Germany,27.0,110.0,6,430,On_time,0
Retail,Pro,Australia,,49.0,4,54,Failed,0
Education,Pro,India,10.0,87.0,3,223,Late,0
Finance,Pro,India,18.0,60.0,0,124,Late,0
Travel,Enterprise,Australia,29.0,41.0,2,222,Late,0
Travel,Enterprise,USA,11.0,56.0,1,302,On_time,0
Finance,Basic,Australia,36.0,17.0,2,438,Late,0
Finance,Enterprise,India,27.0,87.0,5,419,Late,0
Travel,Basic,USA,39.0,109.0,1,51,Failed,0
Finance,Enterprise,Sri lanka,17.0,19.0,0,225,Failed,0
Education,Enterprise,Sri lanka,3.0,39.0,3,190,Failed,1
Education,Basic,Sri lanka,15.0,79.0,2,491,Late,0
Retail,Pro,India,29.0,62.0,1,32,On_time,0
Healthcare,Pro,Sri lanka,29.0,80.0,0,167,Failed,0
Education,Enterprise,Australia,14.0,114.0,2,308,Late,0
Retail,Basic,USA,13.0,99.0,3,101,Failed,0
Healthcare,Pro,Germany,22.0,90.0,1,225,On_time,0
Technology,Pro,Germany,26.0,50.0,1,250,On_time,0
Retail,Pro,Sri lanka,7.0,103.0,0,233,On_time,0
Education,Enterprise,Australia,28.0,102.0,3,138,Late,0
Retail,Enterprise,Sri lanka,26.0,19.0,3,414,Failed,1
Finance,Pro,India,3.0,104.0,0,385,Late,0
Retail,Enterprise,Germany,39.0,32.0,2,79,Failed,1
